Shooter,X,Y,Z,Weapon
chopper,1464.63,-953.53,-767.47,FAMAS
yuurih,1093.90,-1053.31,-767.97,AK-47
chopper,1464.63,-953.53,-767.47,FAMAS
yuurih,1094.45,-1055.29,-767.97,AK-47
yuurih,1094.90,-1056.91,-767.97,AK-47
yuurih,1095.54,-1059.23,-767.97,AK-47
yuurih,1096.14,-1061.49,-767.97,AK-47
yuurih,526.61,-877.20,-771.97,Flashbang
yuurih,509.54,-608.46,-767.97,Molotov
FalleN,597.56,-548.64,-762.91,Flashbang
sh1ro,-503.34,-999.90,-154.97,AWP
sh1ro,-972.16,-1052.70,-382.67,Knife
FalleN,659.14,-493.87,-738.57,Knife
sh1ro,-2002.15,-996.47,-415.97,Knife
sh1ro,-2562.94,-644.17,-364.67,Knife
sh1ro,-2563.91,-628.59,-358.97,Knife
sh1ro,-2575.37,-588.23,-334.64,Knife
sh1ro,-2563.73,-625.66,-339.06,Knife
FalleN,1520.43,-2195.00,-639.97,Knife
chopper,2491.69,-429.57,-351.97,Knife
yuurih,-1921.63,-1117.52,-415.97,Tec-9
sh1ro,2395.08,-506.18,-343.37,Knife
yuurih,-1882.22,-1122.02,-415.97,Tec-9
molodoy,-1694.75,-1107.04,-415.97,Glock-18
yuurih,-1851.82,-1131.86,-415.97,Tec-9
sh1ro,2293.52,-506.73,-343.37,Knife
molodoy,-1568.90,-1153.11,-415.97,Glock-18
molodoy,-1491.81,-1153.30,-415.97,Glock-18
molodoy,-1425.88,-1154.27,-415.97,Glock-18
chopper,2084.39,-479.99,-351.97,Knife
molodoy,-1345.06,-1137.90,-415.97,Glock-18
molodoy,-1305.22,-1127.20,-415.97,Glock-18
donk,1915.54,-803.26,-351.97,Knife
FalleN,-1268.03,-1165.10,-375.14,Smoke Grenade
molodoy,-1058.01,-1142.94,-370.19,Smoke Grenade
YEKINDAR,-650.15,-1407.14,-415.97,Smoke Grenade
sh1ro,1439.18,-1234.76,-415.97,Smoke Grenade
donk,1667.58,-1173.32,-389.96,Incendiary Grenade
YEKINDAR,-342.92,-1746.08,-415.97,Flashbang
KSCERATO,-367.72,-905.45,-415.97,HE Grenade
zweih,996.86,-429.22,-127.97,Incendiary Grenade
yuurih,-456.99,-1173.46,-155.47,Tec-9
zont1x,787.12,67.16,-415.97,Smoke Grenade
chopper,1003.23,-457.94,-127.97,HE Grenade
zweih,751.40,-696.11,-206.97,HE Grenade
KSCERATO,-180.72,-1103.83,-415.97,Molotov
donk,1161.91,-1579.56,-415.97,HE Grenade
donk,1207.90,-1518.96,-415.97,M4A1
donk,1207.22,-1518.17,-415.97,M4A1
donk,1206.05,-1516.82,-415.97,M4A1
donk,1204.77,-1515.35,-415.97,M4A1
donk,1204.77,-1515.35,-415.97,M4A1
donk,1204.79,-1515.37,-415.97,M4A1
donk,1204.79,-1515.37,-415.97,M4A1
donk,1204.79,-1515.37,-415.97,M4A1
donk,1205.03,-1515.66,-415.97,M4A1
donk,1206.08,-1516.91,-415.97,M4A1
donk,1206.08,-1516.91,-415.97,M4A1
donk,1206.08,-1516.91,-415.97,M4A1
donk,1206.08,-1516.91,-415.97,M4A1
donk,1206.08,-1516.91,-415.97,M4A1
donk,1205.22,-1515.64,-415.97,M4A1
chopper,859.78,-642.63,-399.97,Flashbang
donk,1240.94,-1426.79,-415.97,M4A1
donk,1240.94,-1426.78,-415.97,M4A1
donk,1240.94,-1426.78,-415.97,M4A1
donk,1240.94,-1426.78,-415.97,M4A1
donk,1238.17,-1423.98,-415.97,M4A1
zweih,459.56,-1158.52,-251.97,Smoke Grenade
donk,1237.57,-1724.13,-415.97,M4A1
donk,1239.01,-1715.89,-415.97,M4A1
donk,1240.50,-1708.94,-415.97,M4A1
donk,1240.17,-1700.66,-415.97,M4A1
donk,1239.63,-1693.53,-415.97,M4A1
donk,1240.29,-1686.40,-415.97,M4A1
donk,1240.73,-1680.84,-415.97,M4A1
donk,1240.86,-1680.72,-415.97,M4A1
donk,1244.35,-1746.28,-415.97,M4A1
donk,1243.80,-1743.70,-415.97,M4A1
YEKINDAR,-207.13,-1209.26,-415.97,Flashbang
yuurih,-12.79,-1476.28,-40.65,Molotov
molodoy,-6.64,-769.62,-68.11,Molotov
zont1x,323.76,65.51,-415.97,Incendiary Grenade
FalleN,-471.96,-961.40,-415.97,HE Grenade
YEKINDAR,-121.93,-1236.95,-415.97,Molotov
yuurih,-12.79,-1476.28,-4.59,Flashbang
donk,809.26,-1598.48,-415.97,Smoke Grenade
chopper,782.48,-538.75,-402.68,Incendiary Grenade
FalleN,-442.98,-974.97,-415.97,Smoke Grenade
zweih,365.65,-1469.52,-415.97,M4A4
zweih,366.96,-1469.23,-415.97,M4A4
zweih,367.15,-1469.18,-415.97,M4A4
zweih,368.06,-1468.85,-415.97,M4A4
zweih,369.13,-1468.43,-415.97,M4A4
KSCERATO,319.77,-1359.02,-415.97,AK-47
zweih,369.76,-1468.19,-415.97,M4A4
zweih,369.16,-1468.47,-415.97,M4A4
zweih,368.16,-1468.94,-415.97,M4A4
molodoy,-6.64,-769.62,-64.77,Flashbang
zweih,366.59,-1469.63,-415.97,M4A4
yuurih,-12.79,-1476.28,-3.22,Flashbang
FalleN,-352.03,-1017.77,-415.97,Flashbang
zweih,398.42,-1367.71,-415.97,M4A4
zweih,396.11,-1366.92,-415.97,M4A4
zweih,393.77,-1369.97,-415.97,M4A4
zweih,393.82,-1369.78,-415.97,M4A4
zweih,393.82,-1369.78,-415.97,M4A4
YEKINDAR,88.91,-1356.12,-415.97,AK-47
zweih,392.94,-1371.70,-415.97,M4A4
YEKINDAR,85.88,-1358.94,-415.97,AK-47
YEKINDAR,81.73,-1350.04,-415.97,AK-47
YEKINDAR,77.15,-1337.10,-415.97,AK-47
YEKINDAR,71.67,-1318.27,-415.97,AK-47
YEKINDAR,64.05,-1302.04,-415.97,AK-47
YEKINDAR,53.12,-1286.74,-415.97,AK-47
YEKINDAR,38.02,-1269.38,-415.97,AK-47
YEKINDAR,24.28,-1254.63,-415.97,AK-47
YEKINDAR,8.08,-1237.58,-415.97,AK-47
YEKINDAR,-5.66,-1222.83,-415.97,AK-47
YEKINDAR,-19.05,-1207.77,-415.97,AK-47
molodoy,-6.64,-769.62,-60.50,Flashbang
YEKINDAR,-33.86,-1189.51,-415.97,AK-47
YEKINDAR,-45.40,-1173.20,-415.47,AK-47
zweih,376.14,-1356.65,-415.97,M4A4
FalleN,-290.85,-1042.44,-415.97,Flashbang
YEKINDAR,-51.80,-1152.44,-415.47,AK-47
zweih,377.64,-1357.07,-415.97,M4A4
YEKINDAR,-52.12,-1133.68,-415.97,AK-47
zweih,379.14,-1356.70,-415.97,M4A4
yuurih,199.69,-1506.63,-38.12,AK-47
zweih,380.31,-1355.97,-415.97,M4A4
yuurih,200.05,-1507.10,-38.09,AK-47
zweih,380.33,-1355.97,-415.97,M4A4
yuurih,199.44,-1507.98,-37.83,AK-47
zweih,381.32,-1354.31,-415.97,M4A4
yuurih,199.12,-1508.43,-37.70,AK-47
zweih,385.00,-1354.17,-415.97,M4A4
zweih,389.08,-1353.71,-415.97,M4A4
yuurih,199.31,-1509.08,-37.60,AK-47
zweih,390.85,-1354.23,-415.97,M4A4
YEKINDAR,-75.10,-1145.07,-415.47,AK-47
YEKINDAR,-76.56,-1147.28,-415.47,AK-47
YEKINDAR,-76.56,-1147.28,-415.47,AK-47
yuurih,208.46,-1550.89,-31.85,AK-47
YEKINDAR,-76.50,-1147.17,-415.47,AK-47
chopper,614.87,-935.46,-414.97,Smoke Grenade
sh1ro,862.99,-1940.29,-415.97,AWP
YEKINDAR,-76.00,-1146.14,-415.47,AK-47
YEKINDAR,-75.34,-1144.83,-415.47,AK-47
YEKINDAR,-74.45,-1143.12,-415.47,AK-47
YEKINDAR,-73.13,-1140.62,-415.47,AK-47
YEKINDAR,-72.36,-1139.15,-415.47,AK-47
YEKINDAR,-71.38,-1137.28,-415.65,AK-47
YEKINDAR,-70.30,-1135.24,-415.97,AK-47
YEKINDAR,-67.59,-1130.11,-415.97,AK-47
donk,749.47,-1556.06,-415.97,M4A1
donk,754.56,-1556.23,-415.97,M4A1
donk,754.81,-1557.61,-415.97,M4A1
donk,754.73,-1557.82,-415.97,M4A1
donk,754.73,-1557.82,-415.97,M4A1
sh1ro,921.58,-1704.74,-415.97,HE Grenade
donk,754.73,-1557.82,-415.97,M4A1
donk,754.62,-1557.76,-415.97,M4A1
zont1x,867.28,-281.23,-127.97,M4A1
zont1x,862.42,-284.83,-127.97,M4A1
zont1x,859.40,-284.55,-127.97,M4A1
zont1x,857.86,-283.90,-127.97,M4A1
zont1x,857.86,-283.90,-127.97,M4A1
zont1x,857.86,-283.90,-127.97,M4A1
zont1x,857.86,-283.90,-127.97,M4A1
zont1x,857.88,-283.87,-127.97,M4A1
sh1ro,1438.55,-849.58,-415.97,Knife
molodoy,203.59,79.69,-415.97,AWP
FalleN,304.06,486.57,-449.43,AK-47
FalleN,304.08,486.30,-449.37,AK-47
FalleN,304.03,485.80,-449.26,AK-47
FalleN,304.03,485.04,-449.09,AK-47
FalleN,304.05,484.26,-448.91,AK-47
donk,1149.58,-837.28,-373.70,Knife
FalleN,321.27,487.60,-449.66,AK-47
sh1ro,1184.07,-119.62,-415.97,AWP
FalleN,323.43,491.27,-450.47,AK-47
FalleN,320.25,486.67,-449.45,AK-47
FalleN,362.97,253.71,-415.97,AK-47
FalleN,358.05,261.22,-415.97,AK-47
FalleN,353.68,265.13,-415.97,AK-47
FalleN,351.03,265.76,-415.97,AK-47
FalleN,351.02,265.77,-415.97,AK-47
FalleN,351.02,265.77,-415.97,AK-47
FalleN,351.02,265.77,-415.97,AK-47
donk,1456.89,-504.48,-415.97,M4A1
donk,1462.47,-506.21,-415.97,M4A1
donk,1464.72,-509.79,-415.97,M4A1
donk,1466.13,-514.89,-415.97,M4A1
donk,1450.65,-640.64,-415.97,Flashbang
molodoy,223.58,-944.11,-415.97,AWP
YEKINDAR,1264.82,-376.83,-127.97,AK-47
YEKINDAR,1264.69,-377.06,-127.97,AK-47
molodoy,1131.33,-265.09,-415.47,AWP
YEKINDAR,1264.69,-377.06,-127.97,AK-47
YEKINDAR,1266.65,-378.31,-127.97,AK-47
donk,1918.89,-837.41,-343.37,M4A1
donk,1914.33,-841.20,-343.61,M4A1
donk,1890.15,-872.71,-351.97,M4A1
YEKINDAR,1178.42,-333.43,-127.97,AK-47
YEKINDAR,1177.87,-333.06,-127.97,AK-47
donk,1934.83,-779.22,-343.37,M4A1
YEKINDAR,1175.42,-336.83,-127.97,AK-47
donk,1937.34,-774.95,-343.37,M4A1
YEKINDAR,1172.23,-341.83,-127.97,AK-47
donk,1944.53,-762.13,-343.37,M4A1
donk,1945.62,-760.12,-343.37,M4A1
donk,2004.33,-686.25,-343.37,M4A1
donk,1995.72,-700.75,-343.37,M4A1
chopper,510.21,-631.55,-399.97,M4A1
chopper,510.10,-631.56,-399.97,M4A1
chopper,510.10,-631.56,-399.97,M4A1
YEKINDAR,974.96,-553.58,-127.97,AK-47
YEKINDAR,974.36,-563.53,-127.97,AK-47
YEKINDAR,973.83,-560.61,-127.97,AK-47
YEKINDAR,974.14,-562.29,-127.97,AK-47
chopper,620.91,-546.20,-415.97,M4A1
YEKINDAR,636.01,-643.36,-206.97,AK-47
chopper,638.82,-536.35,-415.97,M4A1
YEKINDAR,653.02,-633.47,-206.97,AK-47
chopper,642.19,-530.78,-414.97,M4A1
YEKINDAR,660.19,-630.26,-206.97,AK-47
YEKINDAR,666.28,-632.17,-206.97,AK-47
YEKINDAR,666.99,-633.27,-206.97,AK-47
YEKINDAR,667.51,-633.31,-206.97,AK-47
YEKINDAR,538.57,-608.48,-399.97,AK-47
YEKINDAR,546.28,-606.42,-399.97,AK-47
YEKINDAR,551.50,-604.97,-399.97,AK-47
donk,710.70,-1351.67,-415.97,M4A1
YEKINDAR,550.28,-605.26,-399.97,AK-47
donk,714.08,-1350.89,-415.97,M4A1
YEKINDAR,551.10,-605.07,-399.97,AK-47
donk,718.18,-1349.98,-415.97,M4A1
YEKINDAR,555.61,-604.13,-399.97,AK-47
donk,720.13,-1349.56,-415.97,M4A1
donk,722.40,-1349.05,-415.97,M4A1
donk,724.67,-1348.54,-415.97,M4A1
donk,725.51,-1348.35,-415.97,M4A1
chopper,2503.67,-344.06,-351.97,Knife
molodoy,-1764.03,-1158.66,-415.97,Glock-18
yuurih,-1797.98,-1073.49,-415.97,Glock-18
molodoy,-1653.68,-1156.50,-415.97,Glock-18
molodoy,-1572.37,-1150.84,-415.97,Glock-18
molodoy,-1506.28,-1148.68,-415.97,Glock-18
KSCERATO,-1417.78,-1078.34,-415.97,Knife
molodoy,-1409.84,-1135.06,-415.97,Glock-18
molodoy,-1368.61,-1133.88,-415.97,Glock-18
donk,1800.70,-717.36,-351.97,Knife
donk,1719.43,-1141.51,-380.77,Incendiary Grenade
donk,1422.03,-1251.45,-415.97,Smoke Grenade
KSCERATO,-388.36,-879.37,-415.97,HE Grenade
chopper,998.95,-408.50,-127.97,Incendiary Grenade
KSCERATO,-209.39,-1059.74,-415.97,Smoke Grenade
zweih,994.10,-411.38,-127.97,HE Grenade
yuurih,-335.73,-1036.00,-415.97,HE Grenade
sh1ro,926.58,38.90,-415.97,Incendiary Grenade
chopper,801.76,-735.14,-206.97,Flashbang
chopper,840.92,-1224.94,-415.97,M4A1
chopper,842.85,-1234.68,-415.97,M4A1
chopper,846.28,-1240.96,-415.97,M4A1
chopper,850.63,-1246.66,-415.97,M4A1
chopper,856.29,-1252.82,-415.97,M4A1
chopper,861.37,-1257.89,-415.97,M4A1
chopper,867.39,-1263.69,-415.97,M4A1
chopper,872.56,-1268.67,-415.97,M4A1
YEKINDAR,-61.53,-1904.30,-382.22,Flashbang
YEKINDAR,87.29,-1955.03,-415.97,AK-47
YEKINDAR,90.81,-1954.61,-415.97,AK-47
YEKINDAR,91.06,-1954.71,-415.97,AK-47
YEKINDAR,91.06,-1954.71,-415.97,AK-47
YEKINDAR,91.06,-1954.71,-415.97,AK-47
YEKINDAR,91.04,-1954.65,-415.97,AK-47
chopper,527.20,-1411.98,-415.97,M4A1
chopper,527.62,-1411.89,-415.97,M4A1
chopper,527.62,-1411.89,-415.97,M4A1
chopper,527.62,-1411.89,-415.97,M4A1
chopper,526.63,-1413.95,-415.97,M4A1
YEKINDAR,105.93,-2032.79,-415.97,AK-47
YEKINDAR,105.93,-2032.79,-415.97,AK-47
YEKINDAR,105.93,-2032.79,-415.97,AK-47
FalleN,-504.73,-1626.77,-373.28,Molotov
FalleN,-370.66,-1812.95,-415.97,AK-47
FalleN,-343.99,-1831.33,-415.97,AK-47
KSCERATO,-165.36,-1100.51,-415.97,AK-47
KSCERATO,-173.02,-1098.23,-415.97,AK-47
KSCERATO,-179.45,-1095.86,-415.97,AK-47
KSCERATO,-185.80,-1093.29,-415.97,AK-47
KSCERATO,-193.15,-1090.14,-415.97,AK-47
KSCERATO,-199.42,-1087.37,-415.97,AK-47
KSCERATO,-206.59,-1083.92,-415.97,AK-47
KSCERATO,-211.42,-1079.54,-415.97,AK-47
KSCERATO,-215.14,-1073.97,-415.97,AK-47
KSCERATO,-248.05,-1053.30,-415.97,AK-47
KSCERATO,-248.05,-1053.30,-415.97,AK-47
zweih,893.68,-600.39,-409.63,Smoke Grenade
KSCERATO,-247.87,-1052.93,-415.97,AK-47
KSCERATO,-247.39,-1051.96,-415.97,AK-47
KSCERATO,-247.34,-1051.85,-415.97,AK-47
KSCERATO,-246.96,-1051.10,-415.97,AK-47
KSCERATO,-246.74,-1050.68,-415.97,AK-47
KSCERATO,-246.69,-1050.51,-415.97,AK-47
sh1ro,656.40,243.03,-414.97,Smoke Grenade
FalleN,-732.88,-1322.14,-381.27,Smoke Grenade
FalleN,-732.88,-1322.14,-361.94,Smoke Grenade
KSCERATO,-386.96,-999.69,-415.97,AK-47
KSCERATO,-393.18,-1000.53,-415.97,AK-47
KSCERATO,-398.64,-999.57,-415.97,AK-47
KSCERATO,-404.32,-997.82,-415.97,AK-47
KSCERATO,-411.31,-995.18,-415.97,AK-47
KSCERATO,-417.62,-992.58,-415.97,AK-47
KSCERATO,-424.96,-989.40,-415.97,AK-47
KSCERATO,-430.73,-986.06,-415.97,AK-47
KSCERATO,-401.22,-994.17,-415.97,AK-47
KSCERATO,-401.39,-994.51,-415.97,AK-47
KSCERATO,-400.78,-994.03,-415.97,AK-47
KSCERATO,-399.43,-993.83,-415.97,AK-47
KSCERATO,-397.98,-994.43,-415.97,AK-47
KSCERATO,-396.13,-995.17,-415.97,AK-47
KSCERATO,-262.19,-1056.66,-415.97,AK-47
KSCERATO,-262.19,-1056.66,-415.97,AK-47
KSCERATO,-261.90,-1056.04,-415.97,AK-47
KSCERATO,-261.33,-1054.81,-415.97,AK-47
KSCERATO,-261.19,-1054.52,-415.97,AK-47
KSCERATO,-260.73,-1053.58,-415.97,AK-47
KSCERATO,-259.94,-1051.97,-415.97,AK-47
KSCERATO,-259.03,-1050.15,-415.97,AK-47
YEKINDAR,501.53,-2327.13,-415.97,Molotov
KSCERATO,-100.76,-1185.49,-415.97,AK-47
KSCERATO,-101.25,-1186.71,-415.97,AK-47
KSCERATO,-101.25,-1186.71,-415.97,AK-47
KSCERATO,-101.24,-1187.09,-415.97,AK-47
KSCERATO,-145.89,-1281.82,-415.97,AK-47
KSCERATO,-148.42,-1286.92,-415.97,AK-47
KSCERATO,-148.79,-1286.79,-415.97,AK-47
chopper,699.69,-1499.41,-415.82,M4A1
KSCERATO,-147.27,-1278.41,-415.97,AK-47
chopper,699.61,-1499.59,-415.87,M4A1
chopper,699.61,-1499.59,-415.87,M4A1
chopper,699.61,-1499.59,-415.87,M4A1
chopper,699.61,-1499.59,-415.87,M4A1
chopper,699.52,-1499.77,-415.91,M4A1
chopper,697.18,-1504.73,-415.97,M4A1
KSCERATO,-148.32,-1101.20,-415.97,AK-47
KSCERATO,-154.94,-1099.46,-415.97,AK-47
KSCERATO,-162.46,-1096.75,-415.97,AK-47
KSCERATO,-168.79,-1094.13,-415.97,AK-47
KSCERATO,-176.10,-1090.88,-415.97,AK-47
chopper,684.72,-1508.08,-415.95,Smoke Grenade
KSCERATO,-182.32,-1088.01,-415.97,AK-47
KSCERATO,-188.37,-1084.92,-415.97,AK-47
KSCERATO,-193.73,-1079.51,-415.97,AK-47
KSCERATO,-246.61,-1068.62,-415.97,AK-47
KSCERATO,-241.91,-1069.72,-415.97,AK-47
KSCERATO,-236.08,-1071.74,-415.97,AK-47
KSCERATO,-230.72,-1073.86,-415.97,AK-47
KSCERATO,-224.98,-1076.27,-415.97,AK-47
KSCERATO,-217.81,-1079.39,-415.97,AK-47
KSCERATO,-211.49,-1081.85,-415.97,AK-47
KSCERATO,-284.02,-1054.02,-415.97,AK-47
KSCERATO,-288.28,-1053.83,-415.97,AK-47
KSCERATO,-291.26,-1050.80,-415.97,AK-47
KSCERATO,-293.17,-1047.27,-415.97,AK-47
KSCERATO,-295.39,-1042.60,-415.97,AK-47
KSCERATO,-298.56,-1039.41,-415.97,AK-47
KSCERATO,-302.60,-1036.75,-415.97,AK-47
donk,907.55,-1577.98,-415.97,Incendiary Grenade
donk,906.88,-1570.87,-415.97,AK-47
donk,906.88,-1570.87,-415.97,AK-47
donk,900.84,-1579.08,-415.97,AK-47
donk,903.84,-1578.32,-415.97,AK-47
donk,902.87,-1579.33,-415.97,AK-47
donk,710.29,-1403.51,-415.97,Smoke Grenade
KSCERATO,-273.78,-1063.27,-415.97,Smoke Grenade
zweih,744.49,-453.38,-415.97,Incendiary Grenade
KSCERATO,-79.03,-1267.40,-415.97,Molotov
KSCERATO,-177.59,-1210.86,-415.97,AK-47
KSCERATO,-177.77,-1210.75,-415.97,AK-47
KSCERATO,-177.77,-1210.75,-415.97,AK-47
KSCERATO,-177.77,-1210.75,-415.97,AK-47
KSCERATO,-177.77,-1210.75,-415.97,AK-47
KSCERATO,-177.77,-1210.75,-415.97,AK-47
KSCERATO,-177.73,-1211.85,-415.97,AK-47
KSCERATO,-194.43,-1310.34,-415.97,AK-47
KSCERATO,-194.79,-1310.94,-415.97,AK-47
KSCERATO,-194.79,-1310.94,-415.97,AK-47
KSCERATO,-194.79,-1310.94,-415.97,AK-47
KSCERATO,-194.75,-1310.66,-415.97,AK-47
zweih,710.38,-484.43,-415.97,Flashbang
FalleN,21.60,-942.07,-21.97,Molotov
KSCERATO,-84.45,-1143.49,-415.47,Smoke Grenade
yuurih,-158.05,-1116.26,-415.97,Flashbang
FalleN,7.99,-780.86,-46.97,Glock-18
FalleN,-2.78,-769.43,-50.75,Molotov
FalleN,-7.20,-769.62,-54.36,Flashbang
zont1x,1016.68,-341.17,-127.97,M4A1
zont1x,1019.72,-342.74,-127.97,M4A1
zont1x,1048.28,-344.41,-127.97,M4A1
zont1x,1042.64,-341.02,-127.97,M4A1
FalleN,-7.20,-769.62,-53.89,Flashbang
zont1x,1010.20,-330.71,-127.97,M4A1
zont1x,1008.87,-333.04,-127.97,M4A1
yuurih,529.00,-1250.20,-415.97,AK-47
zont1x,1008.87,-333.05,-127.97,M4A1
yuurih,524.43,-1247.49,-415.97,AK-47
zont1x,1009.55,-333.35,-127.97,M4A1
yuurih,523.82,-1247.14,-415.97,AK-47
yuurih,523.73,-1247.10,-415.97,AK-47
yuurih,523.73,-1247.10,-415.97,AK-47
yuurih,523.73,-1247.10,-415.97,AK-47
yuurih,522.58,-1246.42,-415.97,AK-47
FalleN,103.58,-755.47,-89.97,Knife
molodoy,371.68,-1447.77,-415.97,AWP
donk,442.41,-1374.59,-415.97,AK-47
donk,438.48,-1370.87,-415.97,AK-47
donk,435.13,-1367.72,-415.97,AK-47
yuurih,758.21,-1141.15,-415.97,AK-47
yuurih,764.38,-1134.84,-415.97,AK-47
yuurih,766.21,-1132.52,-415.97,AK-47
yuurih,769.96,-1132.25,-415.97,AK-47
donk,449.95,-1360.71,-415.97,AK-47
yuurih,774.78,-1132.39,-415.97,AK-47
donk,450.19,-1362.94,-415.97,AK-47
yuurih,778.81,-1131.06,-415.97,AK-47
donk,452.17,-1366.83,-415.97,AK-47
yuurih,783.56,-1128.41,-415.97,AK-47
donk,452.33,-1367.24,-415.97,AK-47
yuurih,787.38,-1125.98,-415.97,AK-47
donk,451.95,-1366.71,-415.97,AK-47
donk,451.23,-1365.75,-415.97,AK-47
donk,451.23,-1365.75,-415.97,AK-47
donk,450.80,-1365.13,-415.97,AK-47
donk,577.87,-1278.30,-415.97,AK-47
donk,572.70,-1269.39,-415.97,AK-47
donk,565.52,-1260.95,-415.97,AK-47
donk,558.15,-1253.63,-415.97,AK-47
donk,553.03,-1249.08,-415.97,AK-47
donk,547.16,-1243.65,-415.97,AK-47
donk,542.14,-1238.98,-415.97,AK-47
donk,459.59,-1282.34,-415.97,AK-47
FalleN,205.03,-1262.25,-415.97,AK-47
YEKINDAR,728.79,-1395.63,-415.97,AK-47
donk,459.69,-1281.48,-415.97,AK-47
FalleN,205.18,-1255.22,-415.97,AK-47
YEKINDAR,744.54,-1379.21,-415.97,AK-47
donk,459.77,-1278.44,-415.97,AK-47
FalleN,205.34,-1250.74,-415.97,AK-47
YEKINDAR,759.55,-1365.85,-415.97,AK-47
donk,459.86,-1276.28,-415.97,AK-47
YEKINDAR,774.02,-1353.38,-415.97,AK-47
donk,459.97,-1274.81,-415.97,AK-47
YEKINDAR,785.41,-1343.60,-415.97,AK-47
donk,459.95,-1275.05,-415.97,AK-47
YEKINDAR,790.94,-1338.88,-415.97,AK-47
donk,460.15,-1273.21,-415.97,AK-47
YEKINDAR,796.80,-1333.44,-415.97,AK-47
YEKINDAR,801.31,-1328.54,-415.97,AK-47
sh1ro,991.42,-333.17,-127.97,AWP
donk,122.13,-1282.99,-383.52,Knife
donk,29.43,-1236.05,-370.97,Knife
donk,-45.99,-1178.09,-415.47,Knife
donk,-112.76,-1112.37,-415.97,Knife
yuurih,-1808.00,-1089.00,-415.97,Glock-18
chopper,2533.17,-424.31,-351.97,Knife
yuurih,-1775.19,-1098.78,-415.97,Glock-18
molodoy,-1849.70,-1097.42,-415.97,Glock-18
yuurih,-1612.50,-1116.48,-415.97,Glock-18
zont1x,2213.38,-383.82,-351.97,Knife
yuurih,-1523.99,-1117.96,-415.97,Glock-18
molodoy,-1735.27,-1154.87,-415.97,Glock-18
yuurih,-1457.35,-1115.28,-415.97,Glock-18
molodoy,-1673.31,-1156.46,-415.97,Glock-18
chopper,2082.84,-450.44,-351.97,Knife
zont1x,1431.44,-474.09,-415.97,Knife
donk,1442.68,-1124.34,-415.97,Knife
sh1ro,1690.54,-1115.80,-373.49,Incendiary Grenade
donk,1338.54,-1238.55,-415.97,Knife
donk,1253.45,-1330.12,-415.97,Knife
donk,1168.42,-1426.99,-415.97,Knife
yuurih,-394.58,-1174.54,-120.62,Molotov
KSCERATO,-386.31,-886.84,-415.97,HE Grenade
zont1x,860.74,61.47,-415.97,Smoke Grenade
chopper,991.49,-424.19,-127.97,Incendiary Grenade
KSCERATO,-178.85,-1076.08,-415.97,Smoke Grenade
FalleN,-722.64,-1079.78,-415.97,Knife
donk,830.35,-1630.33,-415.97,Incendiary Grenade
zweih,830.43,-628.45,-112.05,HE Grenade
FalleN,-556.62,-1139.69,-407.97,Knife
donk,730.38,-1216.20,-415.97,AK-47
donk,730.60,-1217.24,-415.97,AK-47
donk,731.75,-1223.43,-415.97,AK-47
donk,732.93,-1230.14,-415.97,AK-47
donk,734.25,-1238.08,-415.97,AK-47
donk,735.27,-1244.85,-415.97,AK-47
donk,736.27,-1252.77,-415.97,AK-47
donk,735.37,-1259.23,-415.97,AK-47
donk,733.16,-1265.41,-415.97,AK-47
donk,731.76,-1273.21,-415.97,AK-47
donk,731.25,-1280.05,-415.97,AK-47
donk,731.14,-1288.04,-415.97,AK-47
donk,731.23,-1294.89,-415.97,AK-47
donk,729.99,-1301.40,-415.97,AK-47
donk,727.63,-1308.87,-415.97,AK-47
donk,726.52,-1315.63,-415.97,AK-47
chopper,758.84,-1404.07,-415.97,HE Grenade
KSCERATO,-384.95,-898.71,-415.97,Flashbang
zont1x,512.94,637.11,-479.97,M4A1
zont1x,513.25,637.19,-479.97,M4A1
zont1x,513.25,637.19,-479.97,M4A1
zont1x,513.25,637.19,-479.97,M4A1
zont1x,513.25,637.19,-479.97,M4A1
zont1x,513.25,637.19,-479.97,M4A1
zont1x,513.25,637.19,-479.97,M4A1
chopper,824.53,-1329.14,-415.97,M4A1
chopper,824.92,-1332.26,-415.97,M4A1
chopper,824.92,-1332.26,-415.97,M4A1
chopper,824.97,-1331.70,-415.97,M4A1
chopper,825.52,-1325.13,-415.97,M4A1
chopper,826.42,-1314.19,-415.97,M4A1
chopper,826.92,-1308.45,-415.97,M4A1
chopper,827.15,-1305.21,-415.97,M4A1
chopper,827.42,-1300.85,-415.97,M4A1
chopper,827.64,-1296.62,-415.97,M4A1
chopper,827.87,-1291.94,-415.97,M4A1
chopper,828.13,-1285.90,-415.97,M4A1
chopper,828.81,-1280.47,-415.97,M4A1
chopper,832.17,-1276.29,-415.97,M4A1
chopper,839.66,-1274.90,-415.97,M4A1
FalleN,-635.90,-1278.68,-415.97,Smoke Grenade
chopper,894.04,-1332.76,-415.97,M4A1
chopper,896.84,-1335.03,-415.97,M4A1
KSCERATO,-168.67,-1105.11,-415.97,Molotov
chopper,897.09,-1335.10,-415.97,M4A1
chopper,897.02,-1336.81,-415.97,M4A1
sh1ro,1154.81,-294.06,-411.39,Knife
chopper,915.77,-1389.50,-415.97,M4A1
FalleN,-480.08,-712.68,-415.97,Knife
chopper,899.58,-1386.88,-415.97,M4A1
chopper,899.63,-1386.61,-415.97,M4A1
chopper,899.56,-1387.00,-415.97,M4A1
